,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_hidden,params_leave_layers,params_lr,params_weight_decay,state
972,972,0.8531,2023-02-09 18:52:22.603016,2023-02-09 18:53:00.427665,0 days 00:00:37.824649,64,2280,49,0.00375,0.0,PRUNED
973,973,0.6564,2023-02-09 18:53:00.463357,2023-02-09 18:53:36.082264,0 days 00:00:35.618907,64,2100,39,0.15,0.0,PRUNED
974,974,0.8721,2023-02-09 18:53:36.106753,2023-02-09 18:54:13.270256,0 days 00:00:37.163503,64,1180,45,0.00375,4e-08,PRUNED
975,975,0.8801,2023-02-09 18:54:13.292888,2023-02-09 18:55:33.914339,0 days 00:01:20.621451,64,1120,51,0.00375,0.0,PRUNED
976,976,0.8698,2023-02-09 18:55:33.942756,2023-02-09 18:56:22.884222,0 days 00:00:48.941466,64,2340,47,0.00375,0.0,PRUNED
977,977,0.8861,2023-02-09 18:56:22.916891,2023-02-09 18:58:01.124446,0 days 00:01:38.207555,64,2160,49,0.00375,0.0,PRUNED
978,978,0.8876,2023-02-09 18:58:01.154352,2023-02-09 18:59:37.341015,0 days 00:01:36.186663,64,1000,44,0.00375,4e-08,PRUNED
979,979,0.8297,2023-02-09 18:59:37.376772,2023-02-09 19:00:27.820045,0 days 00:00:50.443273,64,2240,52,0.00375,0.0,PRUNED
980,980,0.8584,2023-02-09 19:00:27.845336,2023-02-09 19:01:59.860528,0 days 00:01:32.015192,16,1180,41,0.00375,4e-06,PRUNED
981,981,0.8437,2023-02-09 19:01:59.890775,2023-02-09 19:02:48.701456,0 days 00:00:48.810681,64,1060,47,0.00375,0.0,PRUNED
982,982,0.909,2023-02-09 19:02:48.737935,2023-02-09 19:13:15.162198,0 days 00:10:26.424263,64,2060,50,0.00375,4e-08,COMPLETE
983,983,0.7282,2023-02-09 19:13:15.193723,2023-02-09 19:14:00.332437,0 days 00:00:45.138714,256,1780,54,0.00375,0.0,PRUNED
984,984,0.8626,2023-02-09 19:14:00.362224,2023-02-09 19:14:47.126730,0 days 00:00:46.764506,64,1100,45,0.00375,0.0,PRUNED
985,985,0.3643,2023-02-09 19:14:47.318213,2023-02-09 19:20:15.821933,0 days 00:05:28.503720,4,2220,48,0.075,4e-08,PRUNED
986,986,0.903,2023-02-09 19:20:15.843803,2023-02-09 19:31:57.863827,0 days 00:11:42.020024,64,1140,46,0.00375,0.0,COMPLETE
987,987,0.8353,2023-02-09 19:31:57.897238,2023-02-09 19:32:44.761650,0 days 00:00:46.864412,64,2400,43,0.00375,0.0,PRUNED
988,988,0.8507,2023-02-09 19:32:44.791765,2023-02-09 19:33:32.987933,0 days 00:00:48.196168,64,1180,50,0.00375,0.0,PRUNED
989,989,0.8007,2023-02-09 19:33:33.014883,2023-02-09 19:34:22.229391,0 days 00:00:49.214508,64,2000,52,0.00375,4e-08,PRUNED
990,990,0.8471,2023-02-09 19:34:22.261530,2023-02-09 19:35:06.223081,0 days 00:00:43.961551,128,2120,48,0.00375,4e-05,PRUNED
991,991,0.8059,2023-02-09 19:35:06.263359,2023-02-09 19:35:53.787313,0 days 00:00:47.523954,64,2280,45,0.0125,0.0,PRUNED
992,992,0.8828,2023-02-09 19:35:53.823036,2023-02-09 19:37:15.419462,0 days 00:01:21.596426,64,1040,36,0.00375,0.0,PRUNED
993,993,0.8792,2023-02-09 19:37:15.445417,2023-02-09 19:38:29.301621,0 days 00:01:13.856204,64,2880,49,0.00375,4e-08,PRUNED
994,994,0.6679,2023-02-09 19:38:29.325125,2023-02-09 19:39:05.954983,0 days 00:00:36.629858,64,1100,42,0.115,0.0,PRUNED
995,995,0.8639,2023-02-09 19:39:05.978020,2023-02-09 19:39:44.116710,0 days 00:00:38.138690,64,2320,53,0.00375,0.0,PRUNED
996,996,0.857,2023-02-09 19:39:44.138851,2023-02-09 19:40:22.198662,0 days 00:00:38.059811,64,2160,46,0.00375,4e-08,PRUNED
997,997,0.6541,2023-02-09 19:40:22.223334,2023-02-09 19:40:56.360418,0 days 00:00:34.137084,512,1140,50,0.00375,0.0,PRUNED
998,998,0.8602,2023-02-09 19:40:56.383618,2023-02-09 19:41:33.422403,0 days 00:00:37.038785,64,1200,47,0.00375,0.0,PRUNED
999,999,0.7245,2023-02-09 19:41:33.445413,2023-02-09 19:42:10.382478,0 days 00:00:36.937065,64,1060,44,0.15,0.0,PRUNED
1000,1000,0.9099,2023-02-09 19:42:10.405803,2023-02-09 19:51:36.764270,0 days 00:09:26.358467,64,1160,51,0.00375,4e-08,COMPLETE
1001,1001,0.8679,2023-02-09 19:51:36.788114,2023-02-09 19:52:13.542143,0 days 00:00:36.754029,64,2080,48,0.00375,0.0,PRUNED
1002,1002,0.8749,2023-02-09 19:52:13.571356,2023-02-09 19:53:26.040703,0 days 00:01:12.469347,64,2180,40,0.00375,4e-06,PRUNED
1003,1003,0.9098,2023-02-09 19:53:26.063451,2023-02-09 20:04:39.641965,0 days 00:11:13.578514,64,1000,46,0.00375,0.0,COMPLETE
1004,1004,0.8356,2023-02-09 20:04:39.672649,2023-02-09 20:05:28.838601,0 days 00:00:49.165952,64,2260,53,0.00375,4e-08,PRUNED
1005,1005,0.9068,2023-02-09 20:05:28.860891,2023-02-09 20:16:08.181263,0 days 00:10:39.320372,64,2360,49,0.00375,0.0,COMPLETE
1006,1006,0.8853,2023-02-09 20:16:08.316856,2023-02-09 20:17:21.522490,0 days 00:01:13.205634,64,1100,44,0.00375,0.0,PRUNED
1007,1007,0.8711,2023-02-09 20:17:21.555162,2023-02-09 20:17:59.448703,0 days 00:00:37.893541,64,2220,51,0.00375,4e-08,PRUNED
1008,1008,0.8651,2023-02-09 20:17:59.482877,2023-02-09 20:18:36.889418,0 days 00:00:37.406541,64,2140,47,0.00375,0.0,PRUNED
1009,1009,0.8663,2023-02-09 20:18:36.913368,2023-02-09 20:20:14.969976,0 days 00:01:38.056608,16,1180,55,0.00375,0.0,PRUNED
1010,1010,0.9057,2023-02-09 20:20:15.009411,2023-02-09 20:29:33.012218,0 days 00:09:18.002807,64,1520,49,0.00375,0.0,COMPLETE
1011,1011,0.1681,2023-02-09 20:29:33.039342,2023-02-09 20:30:07.243385,0 days 00:00:34.204043,256,1080,42,0.075,4e-08,PRUNED
1012,1012,0.9076,2023-02-09 20:30:07.274867,2023-02-09 20:39:25.215240,0 days 00:09:17.940373,64,1140,46,0.00375,0.0,COMPLETE
1013,1013,0.7615,2023-02-09 20:39:25.250843,2023-02-09 20:44:58.888795,0 days 00:05:33.637952,4,2420,51,0.00375,0.0,PRUNED
1014,1014,0.8651,2023-02-09 20:44:58.916979,2023-02-09 20:45:37.201291,0 days 00:00:38.284312,64,1200,48,0.00375,4e-08,PRUNED
1015,1015,0.8624,2023-02-09 20:45:37.223891,2023-02-09 20:46:14.968562,0 days 00:00:37.744671,64,1660,44,0.00375,4e-05,PRUNED
1016,1016,0.8659,2023-02-09 20:46:14.994809,2023-02-09 20:46:54.073024,0 days 00:00:39.078215,64,1040,53,0.00375,0.0,PRUNED
1017,1017,0.8308,2023-02-09 20:46:54.095585,2023-02-09 20:47:32.163908,0 days 00:00:38.068323,64,2320,49,0.0125,0.0,PRUNED
1018,1018,0.84,2023-02-09 20:47:32.186418,2023-02-09 20:48:10.435599,0 days 00:00:38.249181,64,2180,46,0.00375,0.0,PRUNED
1019,1019,0.7391,2023-02-09 20:48:10.462180,2023-02-09 20:48:45.645238,0 days 00:00:35.183058,128,2100,51,0.00375,4e-08,PRUNED
1020,1020,0.8618,2023-02-09 20:48:45.667299,2023-02-09 20:49:23.254936,0 days 00:00:37.587637,64,1140,47,0.00375,0.0,PRUNED
1021,1021,0.7175,2023-02-09 20:49:23.277900,2023-02-09 20:49:56.730744,0 days 00:00:33.452844,64,2260,21,0.115,0.0,PRUNED
1022,1022,0.8654,2023-02-09 20:49:56.753891,2023-02-09 20:50:34.099620,0 days 00:00:37.345729,64,1080,43,0.00375,4e-08,PRUNED
1023,1023,0.8455,2023-02-09 20:50:34.132460,2023-02-09 20:51:13.501311,0 days 00:00:39.368851,64,1200,55,0.00375,0.0,PRUNED
1024,1024,0.8655,2023-02-09 20:51:13.527101,2023-02-09 20:51:50.820373,0 days 00:00:37.293272,64,2040,49,0.00375,0.0,PRUNED
1025,1025,0.8119,2023-02-09 20:51:50.851346,2023-02-09 20:52:36.608900,0 days 00:00:45.757554,64,2920,95,0.00375,4e-08,PRUNED
1026,1026,0.6524,2023-02-09 20:52:36.634750,2023-02-09 20:53:11.023480,0 days 00:00:34.388730,512,1120,46,0.00375,0.0,PRUNED
1027,1027,0.8409,2023-02-09 20:53:11.056087,2023-02-09 20:53:49.901315,0 days 00:00:38.845228,64,1920,52,0.00375,0.0,PRUNED
1028,1028,0.6718,2023-02-09 20:53:49.925257,2023-02-09 20:54:26.560160,0 days 00:00:36.634903,64,2200,41,0.15,0.0,PRUNED
1029,1029,0.838,2023-02-09 20:54:26.583153,2023-02-09 20:55:03.870194,0 days 00:00:37.287041,64,1020,44,0.00375,4e-06,PRUNED
1030,1030,0.8627,2023-02-09 20:55:03.891918,2023-02-09 20:55:41.393001,0 days 00:00:37.501083,64,1220,48,0.00375,4e-08,PRUNED
1031,1031,0.8729,2023-02-09 20:55:41.423802,2023-02-09 20:56:19.683312,0 days 00:00:38.259510,64,2300,50,0.00375,0.0,PRUNED
1032,1032,0.8842,2023-02-09 20:56:19.714944,2023-02-09 20:57:33.260080,0 days 00:01:13.545136,64,1100,45,0.00375,0.0,PRUNED
1033,1033,0.8647,2023-02-09 20:57:33.283221,2023-02-09 20:58:08.958948,0 days 00:00:35.675727,64,2080,38,0.00375,4e-08,PRUNED
1034,1034,0.8648,2023-02-09 20:58:08.986206,2023-02-09 20:59:48.879586,0 days 00:01:39.893380,16,2800,53,0.00375,0.0,PRUNED
1035,1035,0.8787,2023-02-09 20:59:48.905617,2023-02-09 21:01:04.173552,0 days 00:01:15.267935,64,1980,48,0.00375,0.0,PRUNED
1036,1036,0.7217,2023-02-09 21:01:04.195269,2023-02-09 21:01:41.793484,0 days 00:00:37.598215,64,2140,43,0.075,4e-08,PRUNED
1037,1037,0.8719,2023-02-09 21:01:41.822486,2023-02-09 21:02:19.680345,0 days 00:00:37.857859,64,1580,50,0.00375,0.0,PRUNED
1038,1038,0.7438,2023-02-09 21:02:19.704809,2023-02-09 21:02:54.194831,0 days 00:00:34.490022,256,1740,46,0.00375,0.0,PRUNED
1039,1039,0.9006,2023-02-09 21:02:54.220542,2023-02-09 21:12:30.354352,0 days 00:09:36.133810,64,1160,51,0.00375,4e-05,COMPLETE
1040,1040,0.8138,2023-02-09 21:12:30.384257,2023-02-09 21:17:45.645409,0 days 00:05:15.261152,4,1060,48,0.00375,0.0,PRUNED
1041,1041,0.8452,2023-02-09 21:17:45.669525,2023-02-09 21:18:17.278952,0 days 00:00:31.609427,64,2220,6,0.00375,4e-08,PRUNED
1042,1042,0.8726,2023-02-09 21:18:17.303184,2023-02-09 21:18:56.670868,0 days 00:00:39.367684,64,1200,54,0.00375,0.0,PRUNED
1043,1043,0.8635,2023-02-09 21:18:56.696278,2023-02-09 21:19:33.888241,0 days 00:00:37.191963,64,2380,45,0.00375,0.0,PRUNED
1044,1044,0.7734,2023-02-09 21:19:33.913588,2023-02-09 21:20:09.989480,0 days 00:00:36.075892,64,1020,41,0.0125,4e-08,PRUNED
1045,1045,0.4671,2023-02-09 21:20:10.019958,2023-02-09 21:20:44.083642,0 days 00:00:34.063684,128,1120,47,0.115,0.0,PRUNED
1046,1046,0.8632,2023-02-09 21:20:44.108846,2023-02-09 21:21:21.630549,0 days 00:00:37.521703,64,2140,50,0.00375,0.0,PRUNED
1047,1047,0.8862,2023-02-09 21:21:21.654130,2023-02-09 21:22:34.725945,0 days 00:01:13.071815,64,1160,43,0.00375,4e-08,PRUNED
1048,1048,0.8585,2023-02-09 21:22:34.755050,2023-02-09 21:23:13.982131,0 days 00:00:39.227081,64,2280,52,0.00375,0.0,PRUNED
1049,1049,0.8366,2023-02-09 21:23:14.003877,2023-02-09 21:23:51.088050,0 days 00:00:37.084173,64,1060,48,0.00375,0.0,PRUNED
1050,1050,0.8675,2023-02-09 21:23:51.123393,2023-02-09 21:24:28.002509,0 days 00:00:36.879116,64,2220,45,0.00375,0.0,PRUNED
1051,1051,0.4369,2023-02-09 21:24:28.025804,2023-02-09 21:25:06.722411,0 days 00:00:38.696607,64,2340,50,0.15,4e-08,PRUNED
1052,1052,0.8696,2023-02-09 21:25:06.750241,2023-02-09 21:25:44.679051,0 days 00:00:37.928810,64,1220,47,0.00375,4e-06,PRUNED
1053,1053,0.8831,2023-02-09 21:25:44.708551,2023-02-09 21:26:59.749554,0 days 00:01:15.041003,64,1100,52,0.00375,0.0,PRUNED
1054,1054,0.8572,2023-02-09 21:26:59.778164,2023-02-09 21:27:37.424319,0 days 00:00:37.646155,64,1180,49,0.00375,0.0,PRUNED
1055,1055,0.8161,2023-02-09 21:27:37.449189,2023-02-09 21:28:12.223792,0 days 00:00:34.774603,512,1000,54,0.00375,4e-08,PRUNED
1056,1056,0.8628,2023-02-09 21:28:12.246407,2023-02-09 21:28:48.684936,0 days 00:00:36.438529,64,2100,45,0.00375,0.0,PRUNED
1057,1057,0.8681,2023-02-09 21:28:48.711306,2023-02-09 21:29:25.033846,0 days 00:00:36.322540,64,2180,42,0.00375,0.0,PRUNED
1058,1058,0.8702,2023-02-09 21:29:25.060289,2023-02-09 21:30:02.290592,0 days 00:00:37.230303,64,1120,47,0.00375,4e-08,PRUNED
1059,1059,0.9066,2023-02-09 21:30:02.314553,2023-02-09 21:39:21.669842,0 days 00:09:19.355289,64,1860,50,0.00375,0.0,COMPLETE
1060,1060,0.8659,2023-02-09 21:39:21.699534,2023-02-09 21:39:57.917017,0 days 00:00:36.217483,64,2260,44,0.00375,0.0,PRUNED
1061,1061,0.9122,2023-02-09 21:39:57.945872,2023-02-09 21:49:03.788928,0 days 00:09:05.843056,64,1220,46,0.00375,0.0,COMPLETE
1062,1062,0.8669,2023-02-09 21:49:03.824655,2023-02-09 21:50:33.316027,0 days 00:01:29.491372,16,1240,40,0.00375,4e-08,PRUNED
1063,1063,0.8594,2023-02-09 21:50:33.343690,2023-02-09 21:51:09.636586,0 days 00:00:36.292896,64,1180,43,0.00375,0.0,PRUNED
1064,1064,0.7885,2023-02-09 21:51:09.661982,2023-02-09 21:51:43.546980,0 days 00:00:33.884998,64,1220,26,0.075,0.0,PRUNED
1065,1065,0.8678,2023-02-09 21:51:43.570446,2023-02-09 21:52:21.149503,0 days 00:00:37.579057,64,1260,45,0.00375,4e-08,PRUNED
1066,1066,0.7862,2023-02-09 21:52:21.174726,2023-02-09 21:52:54.869208,0 days 00:00:33.694482,256,1220,46,0.00375,0.0,PRUNED
1067,1067,0.8081,2023-02-09 21:52:54.894992,2023-02-09 21:53:38.359175,0 days 00:00:43.464183,64,1240,84,0.00375,0.0,PRUNED
1068,1068,0.7684,2023-02-09 21:53:38.386040,2023-02-09 21:58:37.774066,0 days 00:04:59.388026,4,1260,42,0.00375,4e-05,PRUNED
1069,1069,0.7577,2023-02-09 21:58:37.802540,2023-02-09 21:59:16.590692,0 days 00:00:38.788152,64,1280,55,0.0125,4e-08,PRUNED
1070,1070,0.8723,2023-02-09 21:59:16.615703,2023-02-09 21:59:53.111006,0 days 00:00:36.495303,64,1220,49,0.00375,0.0,PRUNED
1071,1071,0.8476,2023-02-09 21:59:53.139509,2023-02-09 22:00:31.115318,0 days 00:00:37.975809,64,1180,52,0.00375,0.0,PRUNED
1072,1072,0.7089,2023-02-09 22:00:31.140617,2023-02-09 22:01:08.344331,0 days 00:00:37.203714,64,1220,48,0.115,0.0,PRUNED
1073,1073,0.8651,2023-02-09 22:01:08.373429,2023-02-09 22:01:45.365337,0 days 00:00:36.991908,64,1280,44,0.00375,4e-08,PRUNED
1074,1074,0.8799,2023-02-09 22:01:45.392121,2023-02-09 22:02:57.139665,0 days 00:01:11.747544,64,2160,39,0.00375,0.0,PRUNED
1075,1075,0.8821,2023-02-09 22:02:57.169293,2023-02-09 22:04:04.579425,0 days 00:01:07.410132,128,2060,46,0.00375,0.0,PRUNED
1076,1076,0.8456,2023-02-09 22:04:04.602057,2023-02-09 22:04:43.078678,0 days 00:00:38.476621,64,1180,51,0.00375,4e-08,PRUNED
1077,1077,0.5761,2023-02-09 22:04:43.101108,2023-02-09 22:05:20.966950,0 days 00:00:37.865842,64,2320,49,0.15,0.0,PRUNED
1078,1078,0.8698,2023-02-09 22:05:20.995512,2023-02-09 22:05:58.138067,0 days 00:00:37.142555,64,2240,47,0.00375,0.0,PRUNED
1079,1079,0.878,2023-02-09 22:05:58.172617,2023-02-09 22:09:08.524045,0 days 00:03:10.351428,64,2120,53,0.00375,4e-08,PRUNED
1080,1080,0.6355,2023-02-09 22:09:08.546421,2023-02-09 22:09:42.320055,0 days 00:00:33.773634,512,1160,44,0.00375,0.0,PRUNED
1081,1081,0.9027,2023-02-09 22:09:42.348589,2023-02-09 22:19:07.670212,0 days 00:09:25.321623,64,1200,49,0.00375,4e-06,COMPLETE
1082,1082,0.8431,2023-02-09 22:19:07.700506,2023-02-09 22:19:52.954162,0 days 00:00:45.253656,64,2020,90,0.00375,0.0,PRUNED
1083,1083,0.8674,2023-02-09 22:19:52.980827,2023-02-09 22:20:29.643305,0 days 00:00:36.662478,64,2280,42,0.00375,0.0,PRUNED
1084,1084,0.873,2023-02-09 22:20:29.672653,2023-02-09 22:21:08.578212,0 days 00:00:38.905559,64,1260,51,0.00375,4e-08,PRUNED
1085,1085,0.8859,2023-02-09 22:21:08.601819,2023-02-09 22:22:23.275828,0 days 00:01:14.674009,64,2180,46,0.00375,0.0,PRUNED
1086,1086,0.9101,2023-02-09 22:22:23.303520,2023-02-09 22:31:44.731715,0 days 00:09:21.428195,64,1420,48,0.00375,0.0,COMPLETE
1087,1087,0.1211,2023-02-09 22:31:44.764258,2023-02-09 22:33:03.423031,0 days 00:01:18.658773,64,2360,55,0.00375,4e-08,PRUNED
1088,1088,0.6101,2023-02-09 22:33:03.451435,2023-02-09 22:33:41.074219,0 days 00:00:37.622784,64,1160,45,0.075,0.0,PRUNED
1089,1089,0.9108,2023-02-09 22:33:41.096818,2023-02-09 22:43:11.594637,0 days 00:09:30.497819,64,2420,51,0.00375,0.0,COMPLETE
1090,1090,0.8438,2023-02-09 22:43:11.628037,2023-02-09 22:44:47.148465,0 days 00:01:35.520428,16,1300,47,0.00375,4e-05,PRUNED
1091,1091,0.8717,2023-02-09 22:44:47.177830,2023-02-09 22:45:25.802637,0 days 00:00:38.624807,64,1220,53,0.00375,0.0,PRUNED
1092,1092,0.8621,2023-02-09 22:45:25.825501,2023-02-09 22:46:02.882287,0 days 00:00:37.056786,64,2220,43,0.00375,4e-08,PRUNED
1093,1093,0.8295,2023-02-09 22:46:02.912577,2023-02-09 22:46:37.563427,0 days 00:00:34.650850,256,2100,49,0.00375,0.0,PRUNED
1094,1094,0.8801,2023-02-09 22:46:37.599522,2023-02-09 22:47:50.862668,0 days 00:01:13.263146,64,2140,41,0.00375,0.0,PRUNED
1095,1095,0.5224,2023-02-09 22:47:50.893520,2023-02-09 22:53:01.983402,0 days 00:05:11.089882,4,1140,46,0.0125,4e-08,PRUNED
1096,1096,0.8722,2023-02-09 22:53:02.008843,2023-02-09 22:54:18.536893,0 days 00:01:16.528050,64,1200,50,0.00375,0.0,PRUNED
1097,1097,0.8714,2023-02-09 22:54:18.570197,2023-02-09 22:55:33.249167,0 days 00:01:14.678970,64,1240,48,0.00375,0.0,PRUNED
1098,1098,0.8705,2023-02-09 22:55:33.277207,2023-02-09 22:56:10.629746,0 days 00:00:37.352539,64,2280,44,0.00375,4e-08,PRUNED
1099,1099,0.8421,2023-02-09 22:56:10.652050,2023-02-09 22:56:49.512871,0 days 00:00:38.860821,64,2180,51,0.00375,0.0,PRUNED
1100,1100,0.5639,2023-02-09 22:56:49.538768,2023-02-09 22:57:26.916016,0 days 00:00:37.377248,64,1140,46,0.115,0.0,PRUNED
1101,1101,0.8187,2023-02-09 22:57:26.939540,2023-02-09 22:58:02.390349,0 days 00:00:35.450809,128,2320,53,0.00375,0.0,PRUNED
1102,1102,0.8342,2023-02-09 22:58:02.523056,2023-02-09 22:58:40.620079,0 days 00:00:38.097023,64,1800,48,0.00375,4e-08,PRUNED
1103,1103,0.6319,2023-02-09 22:58:40.649004,2023-02-09 22:59:19.259384,0 days 00:00:38.610380,64,2060,50,0.15,4e-06,PRUNED
1104,1104,0.8532,2023-02-09 22:59:19.281493,2023-02-09 22:59:57.149139,0 days 00:00:37.867646,64,1700,45,0.00375,4e-07,PRUNED
1105,1105,0.8669,2023-02-09 22:59:57.177189,2023-02-09 23:00:34.191449,0 days 00:00:37.014260,64,1280,40,0.00375,0.0,PRUNED
1106,1106,0.8811,2023-02-09 23:00:34.225168,2023-02-09 23:01:48.278314,0 days 00:01:14.053146,64,1940,43,0.00375,0.0,PRUNED
1107,1107,0.8497,2023-02-09 23:01:48.303962,2023-02-09 23:02:25.798417,0 days 00:00:37.494455,64,2220,47,0.00375,4e-08,PRUNED
1108,1108,0.8563,2023-02-09 23:02:25.824847,2023-02-09 23:03:03.954013,0 days 00:00:38.129166,64,1360,55,0.00375,0.0,PRUNED
1109,1109,0.8511,2023-02-09 23:03:03.979977,2023-02-09 23:03:42.770974,0 days 00:00:38.790997,64,1180,52,0.00375,0.0,PRUNED
1110,1110,0.7241,2023-02-09 23:03:42.796825,2023-02-09 23:04:17.303529,0 days 00:00:34.506704,512,1240,49,0.00375,4e-08,PRUNED
1111,1111,0.8824,2023-02-09 23:04:17.333255,2023-02-09 23:05:31.961027,0 days 00:01:14.627772,64,2120,45,0.00375,0.0,PRUNED
1112,1112,0.8672,2023-02-09 23:05:31.987297,2023-02-09 23:06:09.828508,0 days 00:00:37.841211,64,1620,47,0.00375,0.0,PRUNED
1113,1113,0.8726,2023-02-09 23:06:09.857618,2023-02-09 23:06:47.998376,0 days 00:00:38.140758,64,2360,50,0.00375,0.0,PRUNED
1114,1114,0.5793,2023-02-09 23:06:48.021633,2023-02-09 23:07:23.576651,0 days 00:00:35.555018,64,2000,34,0.075,4e-08,PRUNED
1115,1115,0.9052,2023-02-09 23:07:23.602479,2023-02-09 23:16:31.600051,0 days 00:09:07.997572,64,1200,42,0.00375,0.0,COMPLETE
1116,1116,0.8591,2023-02-09 23:16:31.630026,2023-02-09 23:17:10.777381,0 days 00:00:39.147355,64,1140,52,0.00375,0.0,PRUNED
1117,1117,0.8475,2023-02-09 23:17:10.799207,2023-02-09 23:18:48.624888,0 days 00:01:37.825681,16,1320,48,0.00375,4e-05,PRUNED
1118,1118,0.8682,2023-02-09 23:18:48.646908,2023-02-09 23:19:26.059495,0 days 00:00:37.412587,64,2260,44,0.00375,4e-08,PRUNED
1119,1119,0.8706,2023-02-09 23:19:26.092123,2023-02-09 23:20:05.379457,0 days 00:00:39.287334,64,1500,54,0.00375,0.0,PRUNED
1120,1120,0.863,2023-02-09 23:20:05.405905,2023-02-09 23:20:43.002166,0 days 00:00:37.596261,64,2140,46,0.00375,0.0,PRUNED
1121,1121,0.7026,2023-02-09 23:20:43.026070,2023-02-09 23:21:17.761018,0 days 00:00:34.734948,256,1120,50,0.0125,4e-08,PRUNED
1122,1122,0.8655,2023-02-09 23:21:17.800058,2023-02-09 23:21:55.731745,0 days 00:00:37.931687,64,2200,48,0.00375,0.0,PRUNED
1123,1123,0.7161,2023-02-09 23:21:55.757394,2023-02-09 23:26:55.384878,0 days 00:04:59.627484,4,2080,45,0.00375,0.0,PRUNED
1124,1124,0.9014,2023-02-09 23:26:55.410966,2023-02-09 23:36:36.531849,0 days 00:09:41.120883,64,1160,56,0.00375,0.0,COMPLETE
1125,1125,0.6562,2023-02-09 23:36:36.564408,2023-02-09 23:37:14.922457,0 days 00:00:38.358049,64,2320,52,0.115,4e-08,PRUNED
1126,1126,0.8638,2023-02-09 23:37:14.951299,2023-02-09 23:37:52.814704,0 days 00:00:37.863405,64,1260,49,0.00375,0.0,PRUNED
1127,1127,0.9051,2023-02-09 23:37:52.838352,2023-02-09 23:47:02.439617,0 days 00:09:09.601265,64,1200,43,0.00375,0.0,COMPLETE
1128,1128,0.8419,2023-02-09 23:47:02.469679,2023-02-09 23:47:37.508003,0 days 00:00:35.038324,128,2180,47,0.00375,4e-06,PRUNED
1129,1129,0.8722,2023-02-09 23:47:37.545482,2023-02-09 23:48:16.202817,0 days 00:00:38.657335,64,1760,51,0.00375,4e-08,PRUNED
1130,1130,0.8637,2023-02-09 23:48:16.231833,2023-02-09 23:48:53.113274,0 days 00:00:36.881441,64,2240,40,0.00375,4e-07,PRUNED
1131,1131,0.8692,2023-02-09 23:48:53.143465,2023-02-09 23:49:30.218799,0 days 00:00:37.075334,64,1040,45,0.00375,0.0,PRUNED
1132,1132,0.6354,2023-02-09 23:49:30.257288,2023-02-09 23:50:08.266712,0 days 00:00:38.009424,64,2460,49,0.15,0.0,PRUNED
1133,1133,0.8528,2023-02-09 23:50:08.289624,2023-02-09 23:50:44.194641,0 days 00:00:35.905017,64,2400,37,0.00375,4e-08,PRUNED
1134,1134,0.906,2023-02-09 23:50:44.216150,2023-02-10 00:00:22.045581,0 days 00:09:37.829431,64,1100,53,0.00375,0.0,COMPLETE
1135,1135,0.749,2023-02-10 00:00:22.071980,2023-02-10 00:00:56.495752,0 days 00:00:34.423772,512,1160,47,0.00375,0.0,PRUNED
1136,1136,0.8793,2023-02-10 00:00:56.518365,2023-02-10 00:02:09.359508,0 days 00:01:12.841143,64,2300,42,0.00375,0.0,PRUNED
1137,1137,0.8842,2023-02-10 00:02:09.391822,2023-02-10 00:03:26.796742,0 days 00:01:17.404920,64,1240,50,0.00375,4e-08,PRUNED
1138,1138,0.8706,2023-02-10 00:03:26.824784,2023-02-10 00:04:04.046496,0 days 00:00:37.221712,64,1280,46,0.00375,0.0,PRUNED
1139,1139,0.8641,2023-02-10 00:04:04.069796,2023-02-10 00:04:42.473309,0 days 00:00:38.403513,64,1200,48,0.00375,0.0,PRUNED
1140,1140,0.6289,2023-02-10 00:04:42.505518,2023-02-10 00:05:19.817976,0 days 00:00:37.312458,64,2040,44,0.075,4e-08,PRUNED
1141,1141,0.8762,2023-02-10 00:05:19.840726,2023-02-10 00:06:36.900645,0 days 00:01:17.059919,64,1080,54,0.00375,0.0,PRUNED
1142,1142,0.8702,2023-02-10 00:06:36.927136,2023-02-10 00:07:15.010577,0 days 00:00:38.083441,64,1120,51,0.00375,4e-05,PRUNED
1143,1143,0.8618,2023-02-10 00:07:15.043837,2023-02-10 00:07:53.040671,0 days 00:00:37.996834,64,1880,47,0.00375,0.0,PRUNED
1144,1144,0.8592,2023-02-10 00:07:53.063374,2023-02-10 00:09:09.404658,0 days 00:01:16.341284,64,2160,49,0.00375,4e-08,PRUNED
1145,1145,0.8825,2023-02-10 00:09:09.427607,2023-02-10 00:14:03.130083,0 days 00:04:53.702476,64,2240,44,0.00375,0.0,PRUNED
1146,1146,0.8343,2023-02-10 00:14:03.160084,2023-02-10 00:15:39.753862,0 days 00:01:36.593778,16,1160,52,0.00375,0.0,PRUNED
1147,1147,0.7739,2023-02-10 00:15:39.786198,2023-02-10 00:16:21.592567,0 days 00:00:41.806369,64,2100,76,0.0125,0.0,PRUNED
1148,1148,0.8378,2023-02-10 00:16:21.615066,2023-02-10 00:16:58.136861,0 days 00:00:36.521795,64,1320,41,0.00375,4e-08,PRUNED
1149,1149,0.8407,2023-02-10 00:16:58.167130,2023-02-10 00:17:32.831562,0 days 00:00:34.664432,256,1200,46,0.00375,0.0,PRUNED
